Country Name	Aruba	Andorra	Afghanistan	Angola	Albania	United Arab Emirates	Argentina	Armenia	American Samoa	Antigua and Barbuda	Australia	Austria	Azerbaijan	Burundi	Belgium	Benin	Burkina Faso	Bangladesh	Bulgaria	Bahrain	"Bahamas, The"	Bosnia and Herzegovina	Belarus	Belize	Bermuda	Bolivia	Brazil	Barbados	Brunei Darussalam	Bhutan	Botswana	Canada	Central Europe and the Baltics	Switzerland	Channel Islands	Chile	China	Cote d'Ivoire	Cameroon	"Congo, Rep."	Colombia	Comoros	Cabo Verde	Costa Rica	Caribbean small states	Cuba	Curacao	Cayman Islands	Cyprus	Czech Republic	Germany	Djibouti	Dominica	Denmark	Dominican Republic	Algeria	Ecuador	"Egypt, Arab Rep."	Eritrea	Spain	Estonia	Ethiopia	Finland	Fiji	France	Faroe Islands	"Micronesia, Fed. Sts."	Gabon	United Kingdom	Georgia	Ghana	Gibraltar	Guinea	"Gambia, The"	Guinea-Bissau	Equatorial Guinea	Greece	Grenada	Greenland	Guatemala	Guam	Guyana	"Hong Kong SAR, China"	Honduras	Croatia	Haiti	Hungary	Indonesia	Isle of Man	India	Ireland	"Iran, Islamic Rep."	Iraq	Iceland	Israel	Italy	Jamaica	Jordan	Japan	Kazakhstan	Kenya	Kyrgyz Republic	Cambodia	Kiribati	St. Kitts and Nevis	"Korea, Rep."	Kosovo	Kuwait	Lao PDR	Lebanon	Liberia	Libya	St. Lucia	Liechtenstein	Sri Lanka	Lesotho	Lithuania	Luxembourg	Latvia	"Macao SAR, China"	St. Martin (French part)	Morocco	Monaco	Moldova	Madagascar	Maldives	Mexico	Marshall Islands	"Macedonia, FYR"	Mali	Malta	Myanmar	Montenegro	Mongolia	Northern Mariana Islands	Mozambique	Mauritania	Mauritius	Malawi	Malaysia	Namibia	New Caledonia	Niger	Nigeria	Nicaragua	Netherlands	Norway	Nepal	Nauru	New Zealand	Oman	Pakistan	Panama	Peru	Philippines	Palau	Papua New Guinea	Poland	Puerto Rico	"Korea, Dem. People’s Rep."	Portugal	Paraguay	Pacific island small states	French Polynesia	Qatar	Romania	Russian Federation	Rwanda	Saudi Arabia	Sudan	Senegal	Singapore	Solomon Islands	Sierra Leone	El Salvador	San Marino	Somalia	Serbia	Sao Tome and Principe	Suriname	Slovak Republic	Slovenia	Sweden	Swaziland	Sint Maarten (Dutch part)	Seychelles	Syrian Arab Republic	Turks and Caicos Islands	Chad	Togo	Thailand	Tajikistan	Turkmenistan	Timor-Leste	Tonga	Trinidad and Tobago	Tunisia	Turkey	Tuvalu	Tanzania	Uganda	Ukraine	Uruguay	United States	Uzbekistan	St. Vincent and the Grenadines	"Venezuela, RB"	British Virgin Islands	Virgin Islands (U.S.)	Vietnam	Vanuatu	West Bank and Gaza	Samoa	"Yemen, Rep."	"Congo, Dem. Rep."	Zambia	Zimbabwe
1982	61344	39112	12667001	8807511	2784278	1158477	28993989	3192877	34740	68950	15178000	7574140	6362289	4359122	9856303	3931355	7158256	85868228	8917457	385950	220275	4226663	9776000	151498	55449	5835186	128054757	253836	205061	434385	1069962	25202000	107770794	6391309	129983	11569135	1008630000	9002400	9480638	1910800	29027158	328355	296071	2521163	5599100	9925618	150101	17357	691711	10314826	78333366	384743	75168	5117810	6078816	20575701	8392935	45610430	2525005	37942805	1498414	37109517	4826933	668196	55858727	44105	78057	766867	56313641	4542800	11488112	26671	4684992	648202	885166	251301	9789513	93091	51500	7508161	108911	785466	5264500	3868296	4635000	5955265	10705535	154506266	64817	730303461	3485800	41862373	14437661	233860	4031000	56543548	2200100	2462968	118449000	14853993	17559778	3759300	6945053	60918	42761	39326352	1582000	1518855	3395113	2632281	2036325	3450078	121150	26514	15096000	1374044	3457179	365525	2531080	260921	8670	21070647	27629	3464000	9220693	169861	72547995	33334	1954990	7386669	325898	36098908	587001	1777727	21393	12511864	1624310	992521	6483571	14543585	1056758	145700	6299343	77729802	3435527	14312690	4114787	15596012	7719	3156100	1290007	83427522	2073826	18225727	50068493	12667	3395798	36230481	3277453	17899236	9911771	3366726	1488194	160883	277242	22515389	140823000	5486431	11247085	15470415	5888261	2646466	246502	3224346	4722272	21944	6271538		98692	363993	5055099	1910334	8325263	639333		65780	9613517	8245	4716073	2915148	49265597	4146923	3002785	593937	93683	1120610	6729178	45997940	8284	19894677	13318149	50384000	2954281	231664000	16810937	102202	16185895	11715	102000	55687000	121433		157401	8698304	27741104	6352561	7876414
1983	62204	40862	12279095	9128655	2843960	1218223	29454739	3239212	36165	67958	15369000	7561910	6464775	4486613	9855520	4045352	7340907	88181211	8939738	396447	225185	4270598	9843000	155820	55930	5959962	131014337	254515	210933	444789	1107103	25456000	108326895	6418773	131158	11742057	1023310000	9383289	9770555	1967596	29687096	337853	302174	2589932	5667553	9966733	151159	17911	694074	10323856	78128282	392908	74750	5114297	6214857	21228288	8606214	46807221	2598626	38122429	1508745	38259376	4855787	685389	56156284	44661	80678	787017	56332848	4582900	11895130	26650	4804740	673230	904391	273199	9846627	95981	52100	7710142	111405	780367	5345100	3988371	4659000	6096690	10689463	158044343	64404	747374856	3510600	43610506	14824876	236977	4105000	56564074	2240800	2568582	119259000	15030495	18241331	3838300	7196139	61760	42539	39910403	1614000	1586205	3483492	2651295	2107523	3583183	122738	26768	15339000	1406818	3485192	365622	2546011	271674	10547	21583746	28098	3500000	9462343	176258	74133377	34895	1965488	7542377	330524	36917980	594506	1823215	24308	12766859	1671080	1001691	6659453	14926976	1081740	148700	6472971	79729311	3527935	14367070	4128432	15963746	7855	3199300	1360921	86264621	2121921	18660443	51455037	13015	3489402	36571808	3311138	18191881	9957865	3465796	1523013	165611	309276	22588790	141668000	5669251	11962244	16015120	6062682	2681061	254602	3296530	4789472	22203	6199671		100285	365242	5091971	1922321	8329033	658496		66367	9960833	8671	4830055	3026378	50183106	4269775	3075867	614379	93775	1138673	6905136	47072603	8413	20528465	13727427	50564000	2973461	233792000	17257774	102985	16617343	12192	104000	56655000	124248		158383	9043210	28448122	6571673	8197564
1984	62831	42704	11912510	9444918	2904429	1280278	29920907	3287588	37687	66863	15544000	7561434	6568857	4624617	9855372	4163968	7531244	90559540	8960679	407223	230016	4318301	9910000	160342	56423	6085499	133950551	255195	216893	456135	1144716	25702000	108853181	6441865	132451	11921407	1036825000	9769105	10070779	2025320	30350082	347548	308251	2659772	5732089	10017061	151940	18543	697717	10330213	77858685	404589	74215	5111619	6351572	21893857	8823746	48061546	2675717	38278575	1518617	39493503	4881803	700366	56470769	45239	83242	808088	56422072	4622200	12311166	26621	4937230	701097	924378	295090	9895801	98440	52700	7913814	113961	773302	5397900	4111369	4680000	6240330	10668095	161555584	64207	764664278	3532423	45429019	15204746	239511	4159000	56576718	2279900	2676515	120018000	15214051	18942599	3916400	7475011	62768	42294	40405956	1647000	1657920	3579370	2667229	2163835	3714264	124468	27009	15583000	1438248	3514205	365998	2562047	283672	12790	22094516	28514	3536000	9714342	182864	75721210	36567	1974069	7692537	330593	37724581	600884	1871087	27363	12968335	1718641	1012221	6892527	15333369	1112044	151650	6652110	81775215	3619252	14424211	4140099	16337117	8007	3227100	1430926	89183159	2170390	19099575	52873979	13371	3583707	36904134	3344190	18487997	9996232	3567750	1555790	170397	341286	22655940	142745000	5877556	12674089	16559205	6246140	2732221	262719	3376371	4855280	22455	6113252		101871	367611	5127097	1932154	8336605	680253		66902	10313485	9097	4955088	3140355	51105438	4400743	3151262	636670	93838	1155701	7042550	48138191	8537	21178079	14163214	50754000	2992648	235825000	17712992	103742	17057786	12729	108000	57692000	127094		159281	9402070	29190679	6793708	8528328
1985	63028	44597	11630498	9745209	2964762	1350433	30388781	3339147	39247	65744	15758000	7564985	6674107	4774258	9858308	4287263	7727912	93015182	8960547	419425	234684	4369527	9975000	164916	56898	6211549	136836428	255929	223049	469010	1182942	25942000	109360296	6470365	133804	12108576	1051040000	10158033	10381098	2083648	31011686	357729	313976	2730231	5786277	10082990	152711	19315	703693	10337118	77684873	423470	73640	5113691	6488857	22565908	9045977	49373806	2756493	38418817	1528781	40775997	4902206	711663	56795686	45840	85689	830091	56550268	4662900	12716238	26611	5078689	732092	944941	314407	9934300	99907	53200	8117499	116576	765043	5456200	4237436	4701000	6384196	10648713	165012195	64446	782085127	3538082	47290793	15576396	241405	4233000	56593071	2311100	2782885	120754000	15403006	19660713	3990300	7743065	64006	42017	40805744	1682000	1735320	3680145	2676593	2197442	3840635	126416	27259	15831000	1467856	3544543	366706	2578873	296222	15392	22596133	28836	3570000	9981113	189551	77322643	38334	1981532	7831891	336452	38508821	605398	1921885	30341	13102982	1766855	1020528	7205635	15764340	1149389	154450	6838170	83901570	3709091	14491632	4152516	16714335	8174	3247100	1498416	92165065	2219276	19544950	54323651	13698	3677854	37201885	3377000	18778101	10023613	3671826	1585032	175208	371071	22755427	143858000	6117966	13361284	17097619	6438024	2735957	270809	3466044	4920932	22708	6068425		103557	371469	5161768	1941641	8350386	705492		67400	10667245	9502	5092650	3252995	52041468	4540688	3229499	657018	93953	1170935	7260361	49178079	8648	21842087	14631089	50917000	3011907	237924000	18174143	104477	17508059	13308	107000	58868000	130028		160030	9774242	29985665	7017292	8862601
1986	62644	46515	11438949	10023700	3022635	1430548	30857242	3396511	40835	64605	16018400	7569794	6779970	4936429	9861823	4414450	7930690	95550798	8958171	433487	239132	4428460	10043000	169570	57382	6337893	139664639	256738	229418	484151	1221668	26204000	109847148	6504124	135227	12304203	1066790000	10548148	10701458	2142529	31669780	368443	319161	2800986	5831154	10167998	152662	20254	712340	10342227	77720436	451068	73025	5120534	6626544	23241276	9272905	50748187	2843141	38535617	1540190	42097111	4918154	718548	57132691	46501	87948	853039	56681396	4704500	13103975	26623	5223553	766598	966039	330247	9967213	100146	53500	8320498	119232	755598	5524600	4366401	4722000	6527545	10630564	168402027	65225	799607235	3539690	49205577	15937864	243180	4299000	56596155	2335800	2884065	121492000	15600928	20393724	4066500	7990133	65519	41697	41213674	1717000	1823201	3785230	2677290	2206867	3961363	128620	27523	16083000	1495101	3578914	368355	2599892	309226	18337	23084731	29048	3602000	10264368	196283	78939441	40203	1988401	7957390	342121	39269143	607711	1976311	33173	13155271	1815692	1028360	7617137	16221767	1194769	157350	7031675	86118043	3796914	14572278	4167354	17091959	8356	3246300	1561493	95207133	2268619	19996250	55803915	13982	3771578	37456119	3409554	19058988	10032734	3777764	1609921	180069	398326	22859269	144894000	6410594	14016569	17618852	6638186	2733373	278846	3569102	4986528	22959	6082723		105364	376973	5193838	1965964	8369829	734790		67877	11020718	9873	5244158	3363448	53002775	4690913	3310059	674128	94147	1184053	7492633	50187091	8741	22516809	15133740	51097000	3031032	240133000	18640558	105197	17968530	13932	106500	60249000	133040		160591	10153613	30829103	7242496	9198874
1987	61835	48458	11337932	10285712	3083605	1518991	31326473	3457054	42448	63484	16263900	7574586	6886428	5108581	9870234	4546136	8140076	98149262	8971359	448994	243391	4491745	10111000	174326	57849	6464736	142437479	257609	235980	500952	1260720	26550000	110296680	6545106	136716	12507488	1084035000	10939987	11031515	2202106	32324326	379589	323972	2872214	5863744	10269276	151456	21343	723380	10347318	77839920	485565	72368	5127024	6764623	23917889	9504132	52173840	2933871	38630820	1552221	43470219	4932123	721725	57482591	47194	90024	876877	56802050	4743500	13480381	26653	5375058	804134	987718	343290	10000595	99381	54100	8523785	121924	745149	5590500	4497875	4740000	6670566	10612741	171728916	66449	817232241	3540057	51152122	16293719	245859	4369000	56601931	2350600	2982349	122091000	15801753	21140344	4144600	8228268	67262	41353	41621690	1753000	1917950	3895066	2672182	2196204	4076888	131032	27799	16339000	1520244	3616367	370750	2626583	322655	21628	23560825	29169	3633000	10563491	203059	80571067	42148	1994368	8073178	344485	40005369	608144	2033345	35904	13142516	1865356	1036082	8108484	16703500	1247186	160500	7233482	88412917	3882940	14665037	4186905	17472138	8550	3274400	1620573	98301647	2318444	20451712	57312794	14237	3865402	37668045	3441850	19334550	10030031	3885433	1631177	184958	423327	22949430	145908000	6742390	14642354	18130501	6846556	2774789	286868	3681945	5051885	23208	6138907		107264	383916	5222840	1989776	8397804	767417		68352	11374772	10224	5409275	3472459	53979503	4849253	3392823	689170	94399	1195243	7684751	51168841	8821	23204186	15668278	51293000	3049962	242289000	19111312	105892	18437737	14595	106000	61750000	136129		161014	10542601	31721541	7469270	9535657
1988	61077	50431	11375768	10544904	3142336	1613904	31795515	3510439	44049	62538	16532200	7585317	6994139	5284173	9901664	4685375	8356306	100779551	8981446	465235	247576	4542757	10140000	179025	58347	6592787	145150468	258524	242750	517068	1300097	26895000	110688533	6593386	138186	12716508	1101630000	11337122	11370394	2262496	32975533	391133	328861	2944560	5886592	10379080	149254	22539	736477	10355276	78144619	523266	71743	5129516	6903314	24591493	9739179	53617678	3020278	38715849	1561900	44908705	4946481	722918	57836486	47789	92020	901473	56928327	4790700	13852597	26700	5548270	843060	1009967	354488	10036983	98063	54800	8729406	124677	734872	5627600	4631491	4757000	6813344	10596487	175000919	67902	834944397	3524949	53035939	16657708	249740	4442000	56629288	2356400	3086664	122613000	15982510	21899004	4218400	8467109	69104	41045	42031247	1791000	2002645	4009121	2668593	2170426	4187631	133532	28091	16593000	1544580	3655049	373450	2653434	335952	24873	24027330	29238	3660000	10877757	209832	82223153	44063	1998471	8189984	347325	40711172	607413	2089716	38570	13124285	1916240	1043239	8620942	17202032	1303879	163650	7445788	90773613	3968453	14760094	4209488	17865238	8752	3283400	1679089	101420791	2368772	20909897	58844392	14485	3960243	37824487	3473898	19610512	10019610	3994328	1650666	189742	445203	23057662	146857000	7048075	15239174	18669146	7062540	2846108	294962	3791078	5117577	23463	6217331		109268	391851	5250596	1995196	8436489	801350		68848	11730217	10588	5585528	3579489	54933561	5008827	3479088	703696	94680	1204890	7857619	52126497	8889	23914852	16227778	51521000	3069094	244499000	19583186	106533	18912431	15265	104500	63263000	139369		161424	10958983	32688708	7696070	9866776
1989	61032	52449	11608351	10820992	3227943	1712117	32263559	3542720	45591	61967	16814400	7619567	7104058	5454475	9937697	4836240	8579825	103400571	8876972	481126	251855	4559256	10170000	183470	58841	6723046	147801816	259454	249738	529284	1339813	27379000	110801380	6646912	139528	12928491	1118650000	11744698	11716975	2323890	33624442	403003	334473	3018953	5923643	10486110	146937	23776	751047	10361068	78751283	558810	71242	5132594	7042940	25257671	9977380	55035937	3091083	38791473	1568131	46433604	4964371	724624	58182702	48105	94091	926648	57076711	4803300	14232493	26760	5763843	881146	1032797	365451	10089498	96871	55300	8940285	127525	726237	5686200	4766802	4767000	6956301	10481719	178233231	69265	852736160	3511009	54735239	17048167	252852	4518000	56671781	2374900	3209466	123116000	16249500	22668238	4307500	8723550	70863	40854	42449038	1827000	2054443	4126935	2676615	2137018	4294547	135954	28405	16841000	1569936	3684255	377100	2666955	348467	27676	24489354	29313	3681000	11205548	216553	83901643	45813	1999338	8322726	350722	41379635	606571	2141006	41243	13181941	1968870	1051260	9073088	17707064	1360921	166898	7671233	93179755	4055262	14848907	4226901	18285434	8956	3299200	1741965	104530689	2419618	21368856	60391168	14762	4057406	37961529	3505650	19895390	10005000	4103909	1671112	194249	463062	23161458	147721000	7239097	15810980	19284633	7285378	2930901	303258	3878211	5184221	23740	6285456		111373	400133	5275942	1996351	8492964	833787		69388	12088714	11019	5769273	3684309	55812794	5160375	3570558	720198	94943	1213625	7958694	53066569	8949	24663284	16802258	51773000	3088985	246819000	20052259	107081	19388262	15896	103000	64774000	142852		162001	11426912	33763056	7921028	10184966
1990	62148	54511	12067570	11127870	3286542	1811458	32729740	3544695	47044	61906	17065100	7677850	7159000	5613141	9967379	5001271	8811033	105983136	8718289	495944	256338	4526996	10189000	187552	59326	6856246	150393143	260374	256939	535505	1379814	27791000	110745760	6715519	140669	13141202	1135185000	12165909	12070359	2386467	34271563	415144	341256	3095994	5960368	10582082	145400	25009	766611	10333355	79433029	588356	70928	5140939	7183646	25912364	10218085	56397273	3139083	38850435	1569174	48057094	4986431	728626	58512808	48031	96331	952269	57247586	4802000	14628260	26833	6034082	916811	1056208	377363	10196792	96286	55600	9158547	130482	720282	5704500	4903363	4780000	7099733	10373988	181436821	70312	870601776	3513974	56169196	17478455	254826	4660000	56719240	2390000	3358453	123537000	16348000	23446229	4391200	9008856	72411	40833	42869283	1862000	2058832	4247839	2703019	2102877	4398419	138180	28745	17078000	1597534	3697838	381850	2663151	359735	30036	24950128	29438	3696000	11545782	218000	85609404	47300	1996227	8482075	354170	42007309	606372	2184145	43972	13371971	2023665	1058775	9408998	18211097	1415447	170899	7911884	95617345	4144564	14951510	4241473	18741688	9157	3329800	1812159	107607639	2471010	21826658	61947340	15089	4157903	38110782	3537000	20194354	9983218	4213740	1694417	198370	476478	23201835	148292000	7259740	16361453	20008804	7514201	3047132	311849	3931208	5252082	24045	6321615	7586000	113575	408276	5299187	1998161	8558835	862728		70000	12451539	11550	5958022	3786942	56582824	5297286	3668000	740231	95152	1221904	8154400	53994605	9004	25458208	17384369	51892000	3109987	249623000	20510000	107509	19861959	16459	103963	66016700	146633	1978248	162865	11961099	34962676	8143142	10484771
1991	64623	56674	12789374	11472173	3266790	1913190	33193920	3511912	48379	62412	17284000	7754891	7271000	5759429	10004486	5182525	9050090	108509679	8632367	509654	261117	4437898	10194000	191127	59021	6992521	152916852	261281	264365	534678	1420098	28171682	110290445	6799978	141568	13354054	1150780000	12600967	12430311	2450125	34916770	427556	349326	3175654	6001738	10664577	144403	26211	783138	10308578	80013896	610679	70849	5154298	7325622	26554277	10460988	57689828	3160644	38939049	1561314	49784987	5013740	735469	58559312	47494	98800	978252	57424897	4835900	15042736	26924	6367110	949490	1080191	390381	10319927	96455	55500	9385000	133553	717502	5752000	5041050	4510000	7243391	10373400	184614740	70963	888513869	3534235	57288039	17952909	257797	4949000	56758521	2406042	3538663	123921000	16450500	24234087	4463600	9323607	73698	41009	43295704	1898000	2007110	4371549	2752473	2066060	4499210	140159	29111	17306000	1627900	3704134	387000	2650581	369484	31821	25410178	29626	3704000	11898267	227000	87347208	48481	1988458	8672581	357727	42588029	607105	2217920	46719	13719853	2080782	1070266	9604199	18709835	1466152	175362	8168834	98085436	4236805	15069798	4261732	19237322	9354	3495100	1892345	110634399	2522901	22283130	63509940	15471	4261933	38246193	3562110	20510208	9960235	4323402	1721249	202020	485114	23001155	148624000	7071393	16890555	20861117	7749559	3135083	320764	3945899	5321576	24385	6319531	7595636	115900	416068	5303294	1999429	8617375	887248		70755	12817578	12205	6151213	3886858	57225972	5417554	3772350	764884	95304	1229906	8318200	54909508	9056	26307482	17973428	52000470	3132048	252981000	20952000	107811	20332247	16937	104807	67242400	150779	2068845	164073	12571240	36309209	8361381	10763036
1992	68235	58904	13745630	11848971	3247039	2019014	33655149	3449497	49597	63434	17495000	7840709	7382000	5895131	10045158	5378226	9297116	110987459	8540164	522748	266133	4301169	10216000	194321	58595	7131699	155379009	262184	271989	528085	1460453	28519597	110005636	6875364	142258	13566942	1164970000	13046907	12796739	2514907	35558683	440252	358473	3257463	6047269	10735775	143912	27402	800660	10319123	80624598	627063	70978	5171370	7468551	27180921	10705670	58922018	3160617	39067745	1533091	51602776	5041992	744534	58851216	46574	101412	1004598	57580402	4873500	15471527	27035	6751394	979701	1104708	404081	10399061	97201	55300	9619113	136696	717621	5800500	5179557	4470000	7386974	10369341	187762097	71306	906461358	3558430	58130099	18468521	261057	5123000	56797087	2423044	3743944	124229000	16439095	25029754	4515400	9659238	74773	41360	43747962	1932000		4496971	2821868	2028672	4596811	141934	29503	17524000	1660360	3700114	392175	2614338	377799	32892	25866445	29864	3706000	12263899	234000	89110043	49382	1977033	8891141	361260	43126260	608516	2243506	49429	14203987	2140250	1084441	9682918	19204700	1513689	179799	8442330	100592458	4331273	15184166	4286401	19765570	9544	3531700	1979914	113616165	2575330	22737056	65078901	15894	4369407	38363667	3585176	20838082	9952494	4432738	1750857	205269	489668	22794284	148689000	6712924	17398523	21820588	7990736	3230698	329984	3929182	5392142	24755	6294017	7646424	118346	423572	5305016	1996498	8668067	907947		71657	13186187	12970	6350174	3984356	57761574	5523207	3881973	792846	95421	1237486	8489900	55811134	9103	27203865	18571527	52150266	3154853	256514000	21449000	108001	20799471	17343	105711	68450100	155242	2163591	165568	13245003	37783835	8576987	11019717
1993	72498	61003	14824371	12246786	3227287	2127863	34110912	3369673	50725	64868	17667000	7905633	7495000	6019901	10084475	5582420	9552473	113442354	8472313	535692	271165	4141167	10239000	197615	58910	7273824	157812220	263091	279717	518847	1500356	28833410	110081461	6938265	142822	13778676	1178440000	13499696	13169100	2581306	36195170	453188	368423	3341005	6096016	10797556	144299	28652	818814	10329855	81156363	639215	71205	5188628	7611463	27785977	10951200	60108373	3150811	39189400	1494128	53477944	5066447	755024	59106766	45501	103937	1031358	57718614	4911100	15907244	27146	7155564	1008296	1129706	418409	10460415	98302	55200	9860063	139820	719910	5901000	5318042	4640000	7530703	10357523	190873248	71486	924475633	3576261	58811858	19021967	263725	5261000	56831821	2441024	3957221	124536000	16330419	25824736	4516700	10007092	75722	41836	44194628	1965000		4621685	2900862	2006349	4691934	143592	29921	17728000	1693459	3682613	397475	2563290	385041	33238	26314339	30138	3701000	12643864	242000	90887097	50052	1964924	9131449	364704	43642311	610170	2263204	52120	14775877	2202201	1097374	9697635	19700762	1559480	184496	8732500	103145093	4426577	15290368	4311991	20312687	9719	3572200	2066264	116579605	2628511	23184222	66654954	16345	4480689	38461408	3615497	21166230	9964675	4541902	1781989	208349	492120	22763280	148520000	6300358	17890529	22829227	8234147	3313471	339490	3893891	5461834	25141	6269244	7699307	120849	430901	5325305	1991746	8718561	926224		72711	13559642	13793	6556628	4081398	58237672	5616797	3991917	820471	95532	1244410	8572200	56707454	9148	28122799	19177660	52179210	3178156	259919000	21942000	108097	21263994	17700	106577	69644500	159814	2262676	167206	13948118	39314955	8794061	11256512
1994	76700	62707	15869967	12648483	3207536	2238281	34558114	3289943	51807	66550	17855000	7936118	7597000	6134041	10115603	5786794	9816586	115913710	8443591	549151	275903	3992256	10227000	201678	59320	7418864	160260508	264015	287423	511382	1539135	29111906	110019570	6993795	143388	13987999	1191835000	13953779	13546823	2649964	36823539	466309	378763	3425692	6146503	10853435	144630	30055	837166	10333587	81438348	649878	71372	5206180	7753052	28362015	11196476	61272847	3147871	39294967	1462514	55366517	5088333	765666	59327194	44600	106057	1058625	57865745	4861600	16339344	27235	7536389	1036627	1155111	433197	10512922	99403	55500	10106463	142806	723230	6035400	5455481	4650000	7674911	10343355	193939912	71726	942604211	3590386	59501292	19606895	266021	5399000	56843400	2460002	4154813	124961000	16095199	26608089	4515100	10355253	76674	42363	44641540	1997000		4742685	2974647	2019148	4785488	145262	30365	17912000	1725118	3657144	402925	2520742	391783	33098	26747660	30423	3691000	13039754	245000	92663664	50577	1956165	9383608	367941	44164109	611389	2280495	54817	15363065	2266745	1112846	9725612	20205992	1605828	189482	9039088	105753088	4520727	15382838	4336613	20859421	9863	3620000	2139539	119564925	2682720	23619358	68240134	16805	4596131	38542652	3649237	21478544	9991525	4651222	1812753	211584	495179	22730211	148336000	5995987	18373412	23805536	8475136	3419048	349250	3858559	5528012	25519	6278911	7734639	123318	438280	5346331	1989443	8780745	944223		73925	13941025	14597	6773104	4180689	58722767	5702611	4095512	842752	95678	1250316	8785700	57608769	9188	29030288	19791266	51921041	3201604	263126000	22377000	108129	21726808	18051	107317	70824500	164209	2366298	168786	14633091	40804011	9018229	11476807
1995	80326	63854	16772522	13042666	3187784	2350192	34994818	3223173	52874	68349	18072000	7948278	7685000	6239030	10136811	5985658	10089876	118427768	8406067	563730	280151	3879278	10194000	206962	59746	7566716	162755054	264962	295010	508897	1576291	29354000	109913216	7040687	144050	14193986	1204855000	14404340	13929575	2721277	37441980	479574	389156	3510925	6197620	10906048	145139	31672	855389	10327253	81678051	661076	71367	5233373	7892420	28904300	11440576	62434527	3164095	39387017	1436634	57237226	5107790	775498	59541900	44099	107556	1086449	58019030	4734000	16760991	27285	7863033	1065746	1180877	448332	10562153	100253	55800	10357354	145562	726695	6156100	5591136	4669000	7819806	10328965	196957845	72181	960874982	3608841	60318632	20217759	267468	5545000	56844303	2480000	4320158	125439000	15815626	27373035	4560400	10694459	77727	42888	45092991	2029000	1637031	4857774	3033406	2079921	4878202	147040	30833	18074000	1753824	3629102	408625	2485056	398459	32712	27161889	30700	3675099	13452526	255000	94426946	51020	1953544	9640643	370433	44710931	611712	2298038	57518	15913101	2333966	1122457	9822812	20725374	1654214	193816	9361912	108424822	4612229	15459006	4359184	21390905	9970	3673400	2191864	122599749	2738125	24038761	69835713	17255	4715929	38594998	3683103	21763670	10026176	4760853	1841772	215200	501019	22684270	148375726	5912755	18853670	24691970	8710746	3524506	359236	3837807	5588743	25875	6346440	7625357	125694	445830	5361999	1989872	8826939	963428		75304	14331962	15334	7001634	4284286	59266089	5784330	4188010	856439	95889	1255001	8957500	58522320	9227	29903329	20412967	51512299	3224807	266278000	22785000	108122	22188671	18425	107817	71995500	168236	2474666	170158	15266147	42183620	9253527	11683136
1996	83195	64291	17481800	13424813	3168033	2467726	35419683	3173425	53926	70245	18311000	7959017	7763000	6333415	10156637	6176318	10372809	120987124	8362826	579855	283792	3810649	10160000	213674	60129	7717445	165303155	265940	302449	512377	1611827	29671900	109563097	7071850	144832	14396020	1217550000	14852193	14317191	2795903	38049040	492979	399508	3596733	6258158	10955372	146306	33535	873246	10315241	81914831	673202	71146	5263074	8029114	29411839	11683480	63595629	3202598	39478186	1415594	59076414	5124573	784479	59753098	44081	108342	1114879	58166950	4616100	17169214	27284	8124799	1095839	1207006	463844	10608800	100796	55900	10612300	148060	730193	6435500	5724587	4494000	7965548	10311238	199926615	72899	979290432	3637510	61306632	20855408	268916	5692000	56860281	2509923	4448113	125757000	15577894	28116027	4628400	11022162	78907	43391	45524681	2059000	1637906	4966303	3070974	2197801	4970391	148962	31327	18210000	1779201	3601613	414225	2457222	405231	32102	27556892	30971	3667748	13882646	262000	96181710	51397	1958303	9901045	372687	45290888	611003	2316571	60248	16410777	2403779	1133996	10006767	21260881	1705349	197564	9701730	111164651	4700777	15530498	4381336	21902534	10033	3732000	2219768	125697651	2794845	24441076	71437381	17695	4840311	38624370	3724655	22016510	10063945	4870695	1868807	219282	511864	22619004	148160042	6097688	19331311	25466387	8939438	3670704	369438	3833053	5643363	26201	6480888	7617794	127946	453653	5373361	1988628	8840998	984506		76417	14736209	15967	7242018	4392941	59878955	5862224	4267690	859496	96174	1258365	9089300	59451488	9264	30733937	21041468	51057189	3248039	269394000	23225000	108078	22649212	18834	108093	73156700	171802	2587997	171276	15834747	43424997	9502346	11877664
